ID Major Occupation Group,Major Occupation Group,ID Minor Occupation Group,Minor Occupation Group,ID Broad Occupation,Broad Occupation,ID Detailed Occupation,Detailed Occupation,ID Year,Year,ID Workforce Status,Workforce Status,Total Population,Total Population MOE Appx,Average Wage,Average Wage Appx MOE,Record Count,Slug Detailed Occupation,PUMS Industry,ID PUMS Industry,Slug PUMS Industry,ID Industry Sector,Industry Sector,Slug Industry Sector,ID Industry Sub-Sector,Industry Sub-Sector,Slug Industry Sub-Sector
"110000-290000","Management, business, science, & arts occupations","290000","Healthcare practitioners & technical occupations","290000","Healthcare practitioners & technical occupations","299000","Other healthcare practitioners & technical Occupations",2014,"2014","true","true",3885,1530.2566650924723,53025.3232947233,11144.042754115038,30,"other-healthcare-practitioners-technical-occupations","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"450000-490000","Natural resources, construction, & maintenance occupations","490000","Installation, maintenance, & repair occupations","490000","Installation, maintenance, & repair occupations","499044","Millwrights",2014,"2014","true","true",9762,2425.6554253807108,58152.489039131324,6839.470354057321,108,"millwrights","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"110000-290000","Management, business, science, & arts occupations","150000-190000","Computer, engineering, & science occupations","190000","Life, physical, & social science occupations","194031","Chemical technicians",2014,"2014","true","true",728,662.4289830971844,42617.31593406593,14664.703227347502,11,"chemical-technicians","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","110000","Management occupations","113121","Human resources managers",2014,"2014","true","true",10743,2544.6085436629874,82320.0346271991,20534.944887415473,121,"human-resources-managers","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"510000-530000","Production, Transportation, & Material Moving Occupations","530000","Transportation & Material Moving Occupations","531000-536000","Transportation Occupations","535020","Ship & boat captains & operators",2014,"2014","true","true",713,655.5690231631054,65658.2258064516,43375.78173246171,7,"ship-boat-captains-operators","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"310000-390000","Service Occupations","370000","Building & Grounds Cleaning & Maintenance Occupations","370000","Building & Grounds Cleaning & Maintenance Occupations","372012","Maids & housekeeping cleaners",2014,"2014","true","true",3852,1523.7438238100979,13838.138369678089,2846.6965997675534,26,"maids-housekeeping-cleaners","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"450000-490000","Natural resources, construction, & maintenance occupations","470000","Construction & Extraction Occupations","470000","Construction & Extraction Occupations","474021","Elevator installers & repairers",2014,"2014","true","true",17673,3263.642990662046,95646.29038646523,10566.015881559151,177,"elevator-installers-repairers","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"110000-290000","Management, business, science, & arts occupations","150000-190000","Computer, engineering, & science occupations","150000","Computer & mathematical occupations","151142","Network & computer systems administrators",2014,"2014","true","true",2124,1131.4848406977037,63404.24905838042,15022.349520617612,26,"network-computer-systems-administrators","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"510000-530000","Production, Transportation, & Material Moving Occupations","530000","Transportation & Material Moving Occupations","531000-536000","Transportation Occupations","5350XX","Sailors & marine oilers, & ship engineers",2014,"2014","true","true",619,610.8282701182184,56330.066235864295,21034.46865399593,6,"sailors-marine-oilers-ship-engineers","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"450000-490000","Natural resources, construction, & maintenance occupations","490000","Installation, maintenance, & repair occupations","490000","Installation, maintenance, & repair occupations","49904X","Industrial & refractory machinery mechanics",2014,"2014","true","true",2745,1286.298314077221,39382.54280510018,13883.58564189915,29,"industrial-refractory-machinery-mechanics","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","110000","Management occupations","113071","Transportation, storage, & distribution managers",2014,"2014","true","true",9049,2335.399051311104,48285.56105647033,8748.184253529153,88,"transportation-storage-distribution-managers","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"450000-490000","Natural resources, construction, & maintenance occupations","470000","Construction & Extraction Occupations","470000","Construction & Extraction Occupations","472061","Construction laborers",2014,"2014","true","true",1354168,28432.359899546467,31790.388203679307,564.4025350023231,10900,"construction-laborers","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"410000-430000","Sales & Office Occupations","430000","Office & Administrative Support Occupations","430000","Office & Administrative Support Occupations","439022","Word processors & typists",2014,"2014","true","true",9298,2367.3103251589196,25802.56818670682,4751.6586365497105,94,"word-processors-typists","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
